Supplier Name,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
Avtotrade Krasnodar,The Great Don Army,43,Bank Otkritie Financial,43,25 January Committee,41,Mostotrest,41,Prizrak Brigade,41
Elegeny Dmitry Leonidovich,Luganskiy Ekonomicheskiy Soyuz,43,ZELENODOLSK SHYARD,41,Mir Luganschine,39,Donbas People s Militia,37,Donbass People s Militia,36
Tymoshenkov Alexey Konstan,The Great Don Army,45,Army of the Southeast,43,Donbas People s Militia,41,Donbass People s Militia,40,Vneshekonombank,39
Ligal Insight,Integral,48,Tactical Missiles,47,Almaz Antey,42,Somali Battalion,41,Prizrak Battalion Ghost Battalion,39
KULINARION MSK,Narodny Soyuz,52,Bulwark,48,Vostok Battalion,47,Kalmius Battalion,45,Russian National Commercial Bank,43
warehouse ru,Bulwark,42,People s Union,38,Bank of Russia,38,ORIENTAL REVIEW,37,Army of the Southeast,36
INTELINFO,Integral,59,Oplot Battalion,42,Interavtomatika,42,United Aircraft,42,ORIENTAL REVIEW,42
Harutyunov A R,Almaz Antey,40,So called Lugansk Guard,38,ROSNEFT AERO,38,Almaz Antey Defense,36,State enterprise Universal Avia,36
Seven hundred,ZELENODOLSK SHYARD,45,VEB RF,42,Russian Direct Investment Fund,42,First Crimean Insurance,39,Industrial Savings Bank,39
Group Finance,Integral,48,Bank Otkritie Financial,44,Russia Bank,42,GEOPOLITICA,42,Fedosia Oil Products Supply,40
Refka,ROSNEFT AERO,47,RDIF,44,Free Donbas,38,Chernomorneftegaz,36,Rostec,36
Centreksim,ORIENTAL REVIEW,48,Lenpromtransproyekt,41,Mostotrest,40,Feodosia Enterprise of oil,39,Donetsk Republic,38
Volosospess,Mostotrest,48,VO TPE,47,Svobodny Donbass,44,Mostotrest P,43,O VO TPE,42
JORNI,Otkritie,46,RDIF,44,ORIENTAL REVIEW,40,ROSNEFT AERO,35,IS Bank,33
Caveryon Rus,ROSNEFT AERO,58,Russia Bank,52,The Great Don Army,47,Sberbank of Russia,47,Bank of Russia,46
SMU 321,25 January Committee,30,Narodny Soyuz,30,People s Union,29,IS Bank,29,Smert Battalion,27
IBS Platifix,IS Bank,42,Kalmius Battalion,41,Tactical Missiles,41,Donbas People s Militia,40,Donbass People s Militia,39
MASSOMVET,Mostotrest,50.0,Mostotrest P,41.666666666666664,Mostotrest Mostotrest,40,Army of the South East,39,Free Donbass,38
Bulgakov Mikhail Gennadevich,Mir Luganschine,42,Luganskaya Narodnaya Respublika LNR,38,Battalion Gvardeysky,38,Prizrak Brigade,37,Cossack National Guard,36
Eurosibe Service Center,Feodosia Enterprise of oil,49,Internet Research Agency,47,State enterprise Universal Avia,44,Federal United Enterprise Crimea Railway,44,Federal State of Novorossiya,43
Ass Petersburg Petsurbazhimspas,Institute Giprostroymost Saint Petersburg,42,State enterprise Universal Avia,42,Z Interautomatica,38,Sberbank of Russia,37,Internet Research Agency,36
VERALUCH,Integral,50,Mir Luganschine,43,VEB RF,43,Z Interautomatica,40,Sberbank,38
COLD GROUP,O VO TPE,44,So called Luhansk Guard,42,So called Lugansk Guard,42,Cossack National Guard,38,VO TPE,38
UFK in Moscow Madi,Prizrak Battalion Ghost Brigade,41,Vostok Battalion,41,Z Interautomatica,40,Prizrak Battalion Ghost Battalion,39,Battalion Gvardeysky,37
Ruskofe,Rostec,46,VEB RF,46,Russia Bank,44,Dobrolet,40,USC,40
Inketcom,Interavtomatika,52,Z Interautomatica,48,Z Interavtomatika IA,43,Luhansk Economic Union,40,IS Bank,40
Vikan Yaroslavl,Bank Rossiya,52,Zaliv Shipyard,41,Sparta Battalion,39,State enterprise Universal Avia,39,ROSNEFT AERO,37
Ayvords,ROSNEFT AERO,42,Resort Nizhnyaya Oreanda,39,Zaliv Shipyard,38,Bank of Russia,38,UralVagonZavod,38
Society with,Mir Luganschine,44,ORIENTAL REVIEW,44,Mostotrest P,42,Zaliv Shipyard,38,United Aircraft,37
Pavlyuchenko Oleg Iosifovich,Peace To Luhansk Region,43,SOVCOMBANK,42,ZELENODOLSK SHYARD,39,People s Union,38,Bank of Russia,38
Agency Candy Event,Concern Almaz Antey,43,Internet Research Agency,43,Russian Direct Investment Fund,42,Luhansk Economic Union,40,Genbank,40
ECHO stamp,VO TPE,50,ROSNEFT AERO,45,O VO TPE,44,Death Battalion,40,CB IS Bank,40
Rem n,Free Donbas,50,Free Donbass,47,ORIENTAL REVIEW,40,Donetsk Republic,38,Russia Bank,38
NTK O mega,Integral,56,Bank of Russia,50,Almaz Antey,48,Concern Almaz Antey,48,So called Luhansk Guard,48
Advertising agency Zen Media,Bank Otkritie Financial,43,Internet Research Agency,42,Resort Nizhnyaya Oreanda,38,Sparkling Wine Plant Novy Svet,38,Mir Luganschine,37
TTS SERVICE,Internet Research Agency,46,ORIENTAL REVIEW,46,Donetsk Republic,44,NEW EASTERN OUTLK,43,Mostotrest Mostotrest,38
Company SIMPL SPB,Gas Industry Insurance Company SOGAZ,45,First Crimean Insurance,40,Industrial Savings Bank,40,VTB Bank Public,38,Stroygazmontazh Corporation SGM Group,37
Association Non commercial,Russian National Commercial Bank,66,International Union of Public Associations Great Don Army,53,Foreign Economic Association Technopromexport,51,State Concern National Association of producers Massandra,51,Somali Battalion,48
Yakovlev S A,Donbas People s Militia,46,Zaliv Shipyard,46,People s Union,46,Bank of Russia,46,Donbass People s Militia,44
Arm Motorsport,Mostotrest,58,Mostotrest P,54,Army of the Southeast,51,Mostotrest Mostotrest,51,Army of the South East,50
Krikunov and business partners,Bank Otkritie Financial,42,Industrialny Sberegatelny Bank,37,United Shipbuilding,37,Zaliv Shipyard,36,Separate Artillery Brigade of the 1st Army Corps,36
RUST,Rostec,60,USC,57,Russia Bank,40,ROSNEFT AERO,38,Dobrolet,33
Project Bureau Gradography,The Great Don Army,45,Internet Research Agency,40,Oplot Battalion,39,Prizrak Brigade,39,Sparta Battalion,38
ANO DPO UNITAL M,Bank of Russia,47,Russia Bank,44,GEOPOLITICA,44,State enterprise Universal Avia,43,ROSNEFT AERO,43
ENERGOACTIVE,Interavtomatika,52,Z Interautomatica,48,Z Interavtomatika IA,44,State enterprise Universal Avia,42,Otkritie,40
NPP Ecotrom,VO Technopromexport,47,O VO Technopromexport,44,Mostotrest P,43,ROSNEFT AERO,43,Luhansk Economic Union,42
Laboratory Technologies,O VO Technopromexport,50,VO Technopromexport,48,Almaz Antey Defense,43,Oplot Battalion,42,Army of the Southeast,41
Office for office,O VO TPE,40,Army of the Southeast,37,Feodosia Enterprise of oil,37,Bank Otkritie Financial,35,Sberbank of Russia,34
SKOMEIR,Sovkombank,47,Smert Battalion,36,Mir Luganschine,36,Vneshekonombank,36,Donetsk Republic,35
Alta ru,Russia Bank,44,Concern Almaz Antey,38,Zaliv Shipyard,38,Bank of Russia,38,Almaz Antey,36.36363636363637
Alta Soft,ROSNEFT AERO,48,Smert Battalion,42,Army of the Southeast,40,VO TPE,40,Somali Battalion,40
MTR Design,Mostotrest,50,Mostotrest P,45,RDIF,43,Industrial Savings Bank,42,Almaz Antey Defense,41
Consul,Donetsk Republic,45,Narodny Soyuz,42,SOVCOMBANK,38,Luhansk Economic Union,36,Sobol,36
ATOS AYTI Solyuzens Ser,Narodny Soyuz,50,Stroygazmontazh Most SGM MOST,46,Almaz Antey Defense,43,Stroygazmontazh Corporation SGM Group,40,Tactical Missiles,40
UFK in Moscow Rosreez Management,Movement Novorossiya of Ignor Strelkov,51,Movement Novorossiya of Igor Strelkov,49,ROSNEFT AERO,41,State Unitary Enterprise of the Crimean Republic Crimean Sea Ports,39,Internet Research Agency,39
suphen Oleg Anatolyevich,Concern Almaz Antey,42,People s Union,42,So called Donetsk People s Republic,41,So called Lugansk People s Republic,41,Luganskiy Ekonomicheskiy Soyuz,41
Russian fire,Bank of Russia,62,Russia Bank,61,Sberbank of Russia,60,Russian Direct Investment Fund,52,First Crimean Insurance,51
Neotaip,Interavtomatika,45,Z Interavtomatika IA,44,GEOPOLITICA,44,Z Interautomatica,42,Otkritie,40
Karlink,Sovkombank,47,Zarya Battalion,45,Bulwark,43,Sparta Battalion,43,Vostok Battalion,43
OLD Skull Avto Group,Battalion Gvardeysky,45,So called Luhansk Guard,42,So called Lugansk Guard,42,Narodny Soyuz,42,Stroygazmontazh Corporation SGM Group,42
PRESINFORM,RDIF,43,People s Union,42,Vneshekonombank,40,Feodosia Enterprise of oil,39,VO TPE,38
Rosseti Moscow region,Mostotrest,52,Mostotrest Mostotrest,52,Peace To Luhansk Region,50,Donetsk Republic,43,Mostotrest P,42
Business lines,Mir Luganschine,48,Donbass People s Militia,42,CB IS Bank,42,Donetsk Republic,40,Kalmius Battalion,39
Spectrum Electro Service,Sberbank Public Sberbank,42,State enterprise Universal Avia,40,ROSNEFT AERO,39,Peace To Luhansk Region,38,Internet Research Agency,38
Maximum Primorsky,Prizrak Brigade,44,Battalion Gvardeysky,38,Somali Battalion,36,Fedosia Oil Products Supply,36,Vostok Battalion,36
Law ru,Russia Bank,47,Bulwark,46,Bank of Russia,40,Mir Luganschine,38,Free Donbas,35
Notary Zdvizhkova Ekaterina,NEW EASTERN OUTLK,50,Donetskaya Narodnaya Respublika,45,Zarya Battalion,43,Army of the South East,41,Prizrak Battalion Ghost Brigade,41
Ivi Time,VO TPE,57,O VO TPE,50,Otkritie,50,Tactical Missiles,40,Bank Otkritie Financial,39
AST INTERNESHNL INVAERRMENT,Internet Research Agency,51,State enterprise Universal Avia,48,Gas Industry Insurance Company SOGAZ,44,Russian Direct Investment Fund,42,VAD Aktsionernoe Obshchestvo VAD,41
ANO Moscow Regional Center,Peace To Luhansk Region,49,Cossack National Guard,46,Feodosia Enterprise of oil,46,State enterprise Universal Avia,46,Concern Almaz Antey,44
Immortal Ivan Georgievich,ORIENTAL REVIEW,50,So called Lugansk People s Republic,43,VO Technopromexport,41,So called Donetsk People s Republic,40,O VO Technopromexport,39
Keramika,Interavtomatika,61,Z Interavtomatika IA,50,Sberbank,50,Z Interautomatica,48,Kalmius Battalion,40
Pestitors net,Mostotrest Mostotrest,47,People s Union,44,VO TPE,42,Donetsk Republic,41,Chernomorneftegaz,40
EPOPSI TEKNOLODZHIS,Fedosia Oil Products Supply,43,Feodosia Enterprise of oil,40,GEOPOLITICA,40,Luganskiy Ekonomicheskiy Soyuz,37,O VO TPE,37
SOLYUSHNZLAB,Narodny Soyuz,40,Sobol,35,Donbas People s Militia,34,So called Luhansk Guard,34,So called Lugansk Guard,34
PTK Mir,Mostotrest P,42,Otkritie,40,Oplot Battalion,36,Prizrak Brigade,36,United Aircraft,36
TSIL ABEGG,CB IS Bank,40,Cossack National Guard,38,Almaz Antey,38,Russia Bank,38,Tactical Missiles,37
Buromebell Rus,Russian National Commercial Bank,43,Bank of Russia,43,Russia Bank,40,VEB RF,40,Sberbank of Russia,38
SoyuzSpecialDezda,Tactical Missiles,41,United Shipbuilding,39,Prizrak Brigade,38,Russia Bank,36,So called Luhansk Guard,35
Sweet Gifts,Smert Battalion,38,Mostotrest Mostotrest,38,United Aircraft,38,Free Donbas,36,Free Donbass,35
ANO Interregional Center,Peace To Luhansk Region,51,Russian National Commercial Bank,50,Internet Research Agency,50,Concern Almaz Antey,47,State enterprise Universal Avia,47
Charitable Assistance Fund,Tactical Missiles,47,Sparta Battalion,43,Russian Direct Investment Fund,43,Cossack National Guard,42,First Crimean Insurance,41
Richmedia,RDIF,46,Prizrak Brigade,42,United Aircraft,42,Free Donbas,40,Free Donbass,38
Velman,SOVCOMBANK,50,Sovkombank,50,Vneshekonombank,48,Almaz Antey,47,Genbank,46
STROY IMPULS,Mostotrest P,42,NEW EASTERN OUTLK,41,Narodny Soyuz,40,Stroygazmontazh Most SGM MOST,39,United Shipbuilding,39
Fire Safety,First Crimean Insurance,47,Free Donbas,45,Free Donbass,43,Internet Research Agency,40,Army of the Southeast,38
Instamart Service,ORIENTAL REVIEW,56,Z Interautomatica,53,Interavtomatika,50,Z Interavtomatika IA,49,Industrial Savings Bank,45
SHAFRAN,Sberbank,53,Zaliv Shipyard,48,Russia Bank,44,Sparta Battalion,43,IS Bank,43
TechProekt,VO Technopromexport,62,O VO Technopromexport,58,Lenpromtransproyekt,48,ROSNEFT AERO,45,Dobrolet,44
Aville Group,So called Luhansk Guard,46,So called Lugansk Guard,46,VEB RF,44,Fedosia Oil Products Supply,41,Integral,40
Krasnoselskoye branch of St Petersburg,Institute Giprostroymost Saint Petersburg,51,Federal State of Novorossiya,42,Separate Artillery Brigade of the 1st Army Corps,42,Bank of Russia,42,Black Sea Bank of Development and Reconstruction,42
KB Sparta,Sparta Battalion,64,Zaliv Shipyard,43,Smert Battalion,42,Zarya Battalion,42,CB IS Bank,42
TK IASMET,Otkritie,47,The Great Don Army,44,Smert Battalion,42,Prizrak Brigade,42,Interavtomatika,42
PremiumAvto NN,Kalmius Battalion,45,O VO TPE,45,Peace To Luhansk Region,43,Mir Luganschine,41,Interavtomatika,41
Technical Center of DVS,Feodosia Enterprise of oil,57,State enterprise Universal Avia,48,Federal State of Novorossiya,47,Interavtomatika,47,Z Interautomatica,45
Melanin,Mir Luganschine,55,People s Union,48,Genbank,43,IS Bank,43,Luhansk Economic Union,41
AVANGARD,Cossack National Guard,47,Zaliv Shipyard,45,So called Luhansk Guard,45,So called Lugansk Guard,45,Zarya Battalion,43
Stopits,Mostotrest,59,GEOPOLITICA,44,Mostotrest P,42,TPE,40,Otkritie,40
Kuznetsova Kristina,Interavtomatika,47,Otkritie,44,First Crimean Insurance,43,Bank Otkritie Financial,43,Donetsk Republic,40
Multiform,Mostotrest,42,Somali Battalion,40,Kalmius Battalion,38,Bulwark,38,Mostotrest P,38
Malshakov Alexander Sergeevich,Internet Research Agency,41,Federal State of Novorossiya,38,Separate Artillery Brigade of the 1st Army Corps,38,Almaz Antey Defense,37,So called Lugansk People s Republic,37
Spring Trade,Prizrak Brigade,52,United Shipbuilding,52,Integral,50,Prizrak Battalion Ghost Brigade,47,First Crimean Insurance,46
Branch AC East Audi,Russian Direct Investment Fund,45,Cossack National Guard,44,NEW EASTERN OUTLK,44,The Great Don Army,43,Resort Nizhnyaya Oreanda,42
Moscow Cable Roads,ROSNEFT AERO,47,So called Luhansk Guard,44,So called Lugansk Guard,44,Mostotrest,43,Army of the Southeast,41
km set,Mostotrest,50,IS Bank,46,ROSNEFT AERO,44,VTB Bank,43,Smert Battalion,38
NK Mashinari,ZELENODOLSK SHYARD,47,Zaliv Shipyard,46,Mir Luganschine,44,Vneshekonombank,44,Luhansk Economic Union,41
Chebotarev D L,Zaliv Shipyard,43,ORIENTAL REVIEW,41,Feodosia Enterprise of oil,40,Cossack National Guard,39,Chernomorneftegaz,39
Nashevich Alexander Alexandrovich,Federal State of Novorossiya,43,Almaz Antey Defense,38,So called Lugansk People s Republic,38,State Enterprise Magarach of the National Institute of Wine,37,Azovsky likerovodochny zavod,36
Pegas,TPE,50,Integral,46,Free Donbas,38,VO TPE,36,Free Donbass,35
Kurzenev Dmitry Aleksandrovich,Luganskiy Ekonomicheskiy Soyuz,43,ROSNEFT AERO,43,Azovsky likerovodochny zavod,41,Mir Luganschine,40,Crimean Republican Enterprise Azov Distillery Plant,37
All for car washes,Army of the Southeast,46,The Great Don Army,44,Almaz Antey Defense,43,So called Luhansk Guard,39,So called Lugansk Guard,39
TBIS EM,CB IS Bank,47,IS Bank,43,TPE,40,VTB,40,VTB Bank,40
Omega Tul,Somali Battalion,48,Integral,47,Smert Battalion,42,Donetsk Republic,40,VO TPE,40
Center for Economic Development,Black Sea Bank Development and Reconstruction,53,Black Sea Bank of Development and Reconstruction,51,Foreign Economic Association Technopromexport,50,Black Sea Bank for Development and Reconstruction,50,Luhansk Economic Union,49
B Systems,Mostotrest,42,VO TPE,40,Russia Bank,40,Rostec,40,Mostotrest P,38
NewLight,GEOPOLITICA,42,Integral,38,United Shipbuilding,37,United Aircraft,35,VTB Bank Public,35
KORONA,Free Donbas,47,Free Donbass,44,Bank Rossiya,44,ROSNEFT AERO,44,Dobrolet,43
Kommersant Kartihka,Interavtomatika,47.36842105263158,Smert Battalion,47,Sberbank of Russia,43,Internet Research Agency,42,Z Interavtomatika IA,41
Elitavto Siberia,Zaliv Shipyard,47,Sberbank of Russia,47,Smert Battalion,45,Interavtomatika,45,Z Interavtomatika IA,44.99999999999999
RusMont M,ROSNEFT AERO,48,Unit 08806,42,Almaz Antey,40,Russia Bank,40,Rostec,40
A S D Consulting,Industrial Savings Bank,46,United Shipbuilding,46,Donetsk Republic,44,Black Sea Bank Development and Reconstruction,43,Luhansk Economic Union,42
RDV Soft,RDIF,50,ROSNEFT AERO,50,Narodny Soyuz,48,VO TPE,43,Rostec,43
ROLF BRANCH,Bank Rossiya,52,CB IS Bank,48,Oplot Battalion,46,Mir Luganschine,46,Russia Bank,45
Prijekhetsentr 01,Russian Direct Investment Fund,38,ORIENTAL REVIEW,38,Industrialny Sberegatelny Bank,34,Internet Research Agency,34,State enterprise Universal Avia,33
Moscow windows,Mostotrest,42,Svobodny Donbass,40,Mostotrest Mostotrest,40,Vostok Battalion,40,Mostotrest P,38
BRANCH AVTOLIGA CENTER,Concern Almaz Antey,49,Almaz Antey,48,Russian National Commercial Bank,44,Death Battalion,43,Mir Luganschine,43
AVTOSTAPEL,VO TPE,50,Rostec,50,Oplot Battalion,48,Interavtomatika,48,TPE,46
Kruglov Maxim Nikolaevich,Z Interavtomatika IA,36,Mir Luganschine,35,Interavtomatika,35,Crimean Republican Enterprise Azov Distillery Plant,34,Azovsky likerovodochny zavod,34
BYURO Exam,Dobrolet,44,Death Battalion,40,VO TPE,38,Rostec,38,Bank Rossiya,36
Mrtsok Technoprogress,VO Technopromexport,60,O VO Technopromexport,57,Mostotrest,45,Foreign Economic Association Technopromexport,42,Mostotrest P,42
MANGO Telecom,O VO TPE,48,Concern Almaz Antey,44,VO Technopromexport,44,Almaz Antey,42,VO TPE,42
Chiller Service,First Crimean Insurance,47,ORIENTAL REVIEW,40,Chernomorneftegaz,38,Tactical Missiles,38,So called Luhansk Guard,37
Golovchenko Andrey Nikolaevich,VAD Aktsionernoe Obshchestvo VAD,42,Army of the Southeast,39,Donetsk Republic,39,Almaz Antey Defense,37,Concern Almaz Antey,37
Nagai Sergey Gennadevich,Luganskiy Ekonomicheskiy Soyuz,44,Internet Research Agency,42,Narodny Soyuz,38,Mir Luganschine,36,ORIENTAL REVIEW,36
EUROAVTOUNIERSAL,Interavtomatika,52,State enterprise Universal Avia,47,United Aircraft,45,Z Interavtomatika IA,44,UralVagonZavod,40
Hotel Arctic,United Aircraft,52,Otkritie,50,Oplot Battalion,44,Rostec,44,ORIENTAL REVIEW,44
ELEK,Bulwark,36,Genbank,36,ZELENODOLSK SHYARD,36,Dobrolet,33,People s Union,33
Burstein Vladimir Aleksandrovich,Mir Luganschine,47,Luganskiy Ekonomicheskiy Soyuz,39,Internet Research Agency,39,Russian National Commercial Bank,38,Battalion Gvardeysky,38
So,Sobol,57,USC,40,Mostotrest,33,SOVCOMBANK,33,Sovkombank,33
Sitilink,United Shipbuilding,44,Smert Battalion,43,Sparta Battalion,42,Vostok Battalion,42,Russia Bank,42
Automotive,Z Interautomatica,52,Interavtomatika,48,Otkritie,44,VO Technopromexport,41,Smert Battalion,40
Premier,ROSNEFT AERO,42,TPE,40,Otkritie,40,Mir Luganschine,36,Prizrak Brigade,36
ANO T,VTB Bank,62,VO TPE,55,IS Bank,50,ROSNEFT AERO,47,O VO TPE,46
Leon Lab,Concern Almaz Antey,44,Free Donbas,42,Almaz Antey,42,GEOPOLITICA,42,Free Donbass,40
Company SAPIENTA GROUP,Stroygazmontazh Corporation SGM Group,58,Gas Industry Insurance Company SOGAZ,48,Cossack National Guard,45,ORIENTAL REVIEW,43,Somali Battalion,42
TEAD SOLYUCHENS,Army of the Southeast,50,Narodny Soyuz,50,Army of the South East,49,Peace To Luhansk Region,47,Chernomorneftegaz,44
White Kirill Leonidovich,ORIENTAL REVIEW,41,Feodosia Enterprise of oil,40,Army of the South East,39,Azovsky likerovodochny zavod,38,Federal State of Novorossiya,38
MEYSTARSRUS,Mostotrest,48,Mostotrest Mostotrest,44,Mostotrest P,43,Army of the South East,36,Federal State of Novorossiya,36
Kraveyt,VEB RF,46,Dobrolet,40,VTB,40,VTB Bank,40,Otkritie,40
Kuznetsov Evgeny Yuryevich,Internet Research Agency,48,Donetsk Republic,43,ORIENTAL REVIEW,39,Azovsky likerovodochny zavod,37,So called Lugansk Guard,37
UFK in Moscow ninth arbitration,Prizrak Battalion Ghost Battalion,47,Vostok Battalion,47,Prizrak Battalion Ghost Brigade,45,Oplot Battalion,43,United Aircraft,43
KOLTACH SOLUSHNS,Peace To Luhansk Region,46,Army of the Southeast,43,Army of the South East,42,Luhansk Economic Union,42,Tactical Missiles,42
Telemir,TPE,40,Integral,40,People s Union,38,Mir Luganschine,36,Interavtomatika,36
AEG,Integral,36,TPE,33,UAC,33,Free Donbas,29,Almaz Antey,29
TK Vostok West,Mostotrest,58,Mostotrest P,54,Vostok Battalion,53,O VO TPE,45,O VO Technopromexport,40
Peter Service SpecTechnologies,O VO Technopromexport,43,Foreign Economic Association Technopromexport,40,State enterprise Universal Avia,39,NEW EASTERN OUTLK,38,VO Technopromexport,37
Firsova Svetlana Fedorovna,First Crimean Insurance,45,Federal State of Novorossiya,44,Free Donbas,43,Svobodny Donbass,43,Free Donbass,42
Ooo Flem,Dobrolet,50,Sobol,46,VO TPE,43,O VO TPE,38,People s Union,36
Softline Trade,Death Battalion,48,Zarya Battalion,48,Sparta Battalion,47,Battalion Gvardeysky,47,Integral,45
Machugovskaya Maria Anatolyevna,Luganskaya Narodnaya Respublika LNR,42,Prizrak Battalion Ghost Battalion,41,Donetskaya Narodnaya Respublika,39,Cossack National Guard,38,Kalmius Battalion,38
ANO DPO Academy of Libra,So called Lugansk People s Republic,44,Federal State of Novorossiya,42,Bank of Russia,42,So called Donetsk People s Republic,41,Prizrak Brigade,41
CYEBER ICONTROL,NEW EASTERN OUTLK,44,Integral,43,Peace To Luhansk Region,42,People s Union,41,Smert Battalion,40
Interton,Integral,62,Interavtomatika,61,Z Interautomatica,56,Z Interavtomatika IA,50,ROSNEFT AERO,50
Dialogue Management Partners,Concern Almaz Antey,47,State enterprise Universal Avia,44,Institute Giprostroymost Saint Petersburg,41,Almaz Antey,41,Russian Direct Investment Fund,41
Votek Rus,VO TPE,53,Rostec,53,VEB RF,53,Donetsk Republic,48,O VO TPE,47
Khinkali dancevali,Kalmius Battalion,51,ORIENTAL REVIEW,48,Somali Battalion,47,Russian National Commercial Bank,44,Mir Luganschine,42
UF Dogma,Free Donbas,53,Free Donbass,50,The Great Don Army,38,UAC,36,Donetsk Republic,33
Avtopassazha Premium,Free Donbass,44,Peace To Luhansk Region,42,Donbass People s Militia,41,Z Interavtomatika IA,40,Free Donbas,39
KPMG,TPE,29,Sovkombank,29,Peace To Luhansk Region,22,Mir Luganschine,21,Prizrak Brigade,21
SEVEN,Sberbank,46,SOVCOMBANK,40,Sovkombank,40,Free Donbas,38,VO TPE,36
INERVORKINGS RUS,Industrial Savings Bank,46,Interavtomatika,45,Z Interavtomatika IA,44,Russia Bank,44,Z Interautomatica,42
Primula,Bulwark,43,Promsvyazbank,40,UAC,40,Prizrak Brigade,36,RDIF,36
ANO DPO Institute of Rasp,Industrial Savings Bank,46,State Enterprise Magarach of the National Institute of Wine,45,Institute Giprostroymost Saint Petersburg,45,Federal State of Novorossiya,45,Gas Industry Insurance Company SOGAZ,43
Kozlova Tamara Alekseevna,Oplot Battalion,40,Zarya Battalion,40,Almaz Antey Defense,36,VAD Aktsionernoe Obshchestvo VAD,35,Army of the South East,34
Tsina Svetlana Nikolaevna,Sparkling Wine Plant Novy Svet,51,Resort Nizhnyaya Oreanda,45,Interavtomatika,45,Industrialny Sberegatelny Bank,40,State Enterprise Sparkling Wine Plant Novy Svet,39
ECOLEGES,People s Union,45,Peace To Luhansk Region,39,Dobrolet,38,ORIENTAL REVIEW,35,Luhansk Economic Union,33
Efremov Valery Valerievich,Azovsky likerovodochny zavod,41,VAD Aktsionernoe Obshchestvo VAD,38,Separate Artillery Brigade of the 1st Army Corps,38,GEOPOLITICA,38,State Enterprise Sevastopol Commercial Seaport,36
Laboratory Automation Biz,Zarya Battalion,50,Z Interautomatica,48,Oplot Battalion,45,Almaz Antey,44,Sparta Battalion,44
Tuba,UAC,57,VTB,57,VTB Bank,50,Russia Bank,40,Bulwark,36
SAZYA,Promsvyazbank,44,Zarya Battalion,40,Almaz Antey,38,Russia Bank,38,Bank Rossiya,35
Garazhtuls Center,Integral,56,Almaz Antey,50,Chernomorneftegaz,47,Interavtomatika,44,Internet Research Agency,44
Alma,Almaz Antey,53,Somali Battalion,40,Kalmius Battalion,38,Almaz Antey Defense,35,Concern Almaz Antey,35
Company AUTO PLUS NOR,Peace To Luhansk Region,45,O VO Technopromexport,43,Somali Battalion,43,Crimean Republican Enterprise Azov Distillery Plant,42,Narodny Soyuz,41
ASTO,Sobol,44,Mostotrest,43,VO TPE,40,Vostok Battalion,40,Rostec,40
Kuznetsova Alevtina Ivanovna,Z Interavtomatika IA,46,Russian National Commercial Bank,40,So called Luhansk Guard,39,So called Lugansk Guard,39,Industrial Savings Bank,39
Guard,Bulwark,50,UAC,50,RDIF,44,Cossack National Guard,37,So called Luhansk Guard,36
HIMTRADE,Integral,50,Mostotrest,44,Prizrak Brigade,43,Mostotrest P,40,First Crimean Insurance,39
FlexFit Rus,Bank of Russia,40,Donetsk Republic,37,Free Donbas,36,Kalmius Battalion,36,Russia Bank,36
ANO SINEA,Bank of Russia,61,Russia Bank,60,Bank Rossiya,57,ROSNEFT AERO,57,Sberbank of Russia,52
Sparkling Spring,Sparkling Wine Plant Novy Svet,57,United Shipbuilding,46,Smert Battalion,45,Somali Battalion,44,Sparta Battalion,44
New Technologies,NEW EASTERN OUTLK,55,VO Technopromexport,51,O VO Technopromexport,49,CB IS Bank,38,Luhansk Economic Union,37
UFK for MO Administration of Leninsky,International Union of Public Associations Great Don Army,43,Black Sea Bank for Development and Reconstruction,42,NEW EASTERN OUTLK,41,Federal State of Novorossiya,40,State Concern National Association of producers Massandra,40
INTERIROBEST,Integral,50,ROSNEFT AERO,50,Mostotrest,45,Interavtomatika,44,United Aircraft,44
Balashikhinsky Vodokanal,Vostok Battalion,50,Svobodny Donbass,45,Kalmius Battalion,44,Azovsky likerovodochny zavod,38,So called Luhansk Guard,38
Gavrilov,Integral,38,UralVagonZavod,36,Dobrolyot,35,Oplot Battalion,35,Prizrak Brigade,35
GALS PROFSVIS,Bank Rossiya,48,Bank of Russia,44,Prizrak Brigade,43,ORIENTAL REVIEW,43,Fedosia Oil Products Supply,40
Evrotek Service,Rostec,48,Donetsk Republic,45,ROSNEFT AERO,44,First Crimean Insurance,42,People s Union,41
Lotte Rus,O VO TPE,47,Otkritie,47,Bank of Russia,43,25 January Committee,41,Army of the Southeast,40
ADK 4D,So called Luhansk Guard,34,So called Lugansk Guard,34,Bank Rossiya,33,ZELENODOLSK SHYARD,33,Narodny Soyuz,32
Ip Shishwatova Evgeny Viktorovna,VAD Aktsionernoe Obshchestvo VAD,41,State Enterprise Sparkling Wine Plant Novy Svet,38,Aktsionernoe Obshchestvo Genbank,38,Azovsky likerovodochny zavod,37,Sparkling Wine Plant Novy Svet,35
Andrianov Vyacheslav Aleksandrovich,Aktsionernoe Obshchestvo Genbank,45,Industrial Savings Bank,41,Luganskaya Narodnaya Respublika LNR,37,Luganskiy Ekonomicheskiy Soyuz,37,VAD Aktsionernoe Obshchestvo VAD,36
FIRM INEKS,Free Donbas,48,Mir Luganschine,48,First Crimean Insurance,48,IS Bank,47,Free Donbass,45
