,Supp Name,Score,Supplier Name,Sanctioned and Country Code,Sanctioned Name,Country Code
114,"('LLC ""OO"" AVO-M ""', ('Front for the Liberation of the Levant', 'AQD0026'))",14.0,"LLC ""OO"" AVO-M ""","('Front for the Liberation of the Levant', 'AQD0026')",Front for the Liberation of the Levant,AQD0026
115,"('LLC ""OO"" AVO-M ""', (""Hay'at Tahrir al-Sham"", 'AQD0026'))",23.0,"LLC ""OO"" AVO-M ""","(""Hay'at Tahrir al-Sham"", 'AQD0026')",Hay'at Tahrir al-Sham,AQD0026
116,"('LLC ""OO"" AVO-M ""', ('Hayat Tahrir al-Sham', 'AQD0026'))",24.0,"LLC ""OO"" AVO-M ""","('Hayat Tahrir al-Sham', 'AQD0026')",Hayat Tahrir al-Sham,AQD0026
117,"('LLC ""OO"" AVO-M ""', (""Hay'at Tahrir al-Sham HTS"", 'AQD0026'))",20.0,"LLC ""OO"" AVO-M ""","(""Hay'at Tahrir al-Sham HTS"", 'AQD0026')",Hay'at Tahrir al-Sham HTS,AQD0026
118,"('LLC ""OO"" AVO-M ""', (""Hay'et Tahrir al-Sham"", 'AQD0026'))",23.0,"LLC ""OO"" AVO-M ""","(""Hay'et Tahrir al-Sham"", 'AQD0026')",Hay'et Tahrir al-Sham,AQD0026
119,"('LLC ""OO"" AVO-M ""', ('Jabhat al-Nusrah', 'AQD0026'))",19.0,"LLC ""OO"" AVO-M ""","('Jabhat al-Nusrah', 'AQD0026')",Jabhat al-Nusrah,AQD0026
120,"('LLC ""OO"" AVO-M ""', ('Jabhat Fatah al-Sham', 'AQD0026'))",24.0,"LLC ""OO"" AVO-M ""","('Jabhat Fatah al-Sham', 'AQD0026')",Jabhat Fatah al-Sham,AQD0026
121,"('LLC ""OO"" AVO-M ""', ('Jabhat Fateh Al-Sham', 'AQD0026'))",24.0,"LLC ""OO"" AVO-M ""","('Jabhat Fateh Al-Sham', 'AQD0026')",Jabhat Fateh Al-Sham,AQD0026
122,"('LLC ""OO"" AVO-M ""', ('Jabhat Fath al Sham', 'AQD0026'))",25.0,"LLC ""OO"" AVO-M ""","('Jabhat Fath al Sham', 'AQD0026')",Jabhat Fath al Sham,AQD0026
123,"('LLC ""OO"" AVO-M ""', ('Jabhat Fath al-Sham', 'AQD0026'))",25.0,"LLC ""OO"" AVO-M ""","('Jabhat Fath al-Sham', 'AQD0026')",Jabhat Fath al-Sham,AQD0026
124,"('LLC ""OO"" AVO-M ""', ('Jabhet al-Nusra', 'AQD0026'))",20.0,"LLC ""OO"" AVO-M ""","('Jabhet al-Nusra', 'AQD0026')",Jabhet al-Nusra,AQD0026
125,"('LLC ""OO"" AVO-M ""', ('Levantine Mujahideen on the Battlefields of Jihad - sub-unit name', 'AQD0026'))",12.0,"LLC ""OO"" AVO-M ""","('Levantine Mujahideen on the Battlefields of Jihad - sub-unit name', 'AQD0026')",Levantine Mujahideen on the Battlefields of Jihad - sub-unit name,AQD0026
126,"('LLC ""OO"" AVO-M ""', ('Liberation of al-Sham Commission', 'AQD0026'))",22.0,"LLC ""OO"" AVO-M ""","('Liberation of al-Sham Commission', 'AQD0026')",Liberation of al-Sham Commission,AQD0026
127,"('LLC ""OO"" AVO-M ""', ('Liberation of the Levant Organisation Tahrir al-Sham', 'AQD0026'))",18.0,"LLC ""OO"" AVO-M ""","('Liberation of the Levant Organisation Tahrir al-Sham', 'AQD0026')",Liberation of the Levant Organisation Tahrir al-Sham,AQD0026
128,"('LLC ""OO"" AVO-M ""', (""Tahrir al-Sham Hay'at"", 'AQD0026'))",23.0,"LLC ""OO"" AVO-M ""","(""Tahrir al-Sham Hay'at"", 'AQD0026')",Tahrir al-Sham Hay'at,AQD0026
129,"('LLC ""OO"" AVO-M ""', ('The Front for the Liberation of al Sham', 'AQD0026'))",18.0,"LLC ""OO"" AVO-M ""","('The Front for the Liberation of al Sham', 'AQD0026')",The Front for the Liberation of al Sham,AQD0026
130,"('LLC ""OO"" AVO-M ""', ('the Levant', 'AQD0026'))",27.0,"LLC ""OO"" AVO-M ""","('the Levant', 'AQD0026')",the Levant,AQD0026
131,"('LLC ""OO"" AVO-M ""', ('the Victory Front', 'AQD0026'))",27.0,"LLC ""OO"" AVO-M ""","('the Victory Front', 'AQD0026')",the Victory Front,AQD0026
132,"('LLC ""OO"" AVO-M ""', ('AL-QAIDA', 'AQD0027'))",31.0,"LLC ""OO"" AVO-M ""","('AL-QAIDA', 'AQD0027')",AL-QAIDA,AQD0027
133,"('LLC ""OO"" AVO-M ""', ('Al Qaeda', 'AQD0027'))",31.0,"LLC ""OO"" AVO-M ""","('Al Qaeda', 'AQD0027')",Al Qaeda,AQD0027
134,"('LLC ""OO"" AVO-M ""', (""Al Qa'ida"", 'AQD0027'))",29.0,"LLC ""OO"" AVO-M ""","(""Al Qa'ida"", 'AQD0027')",Al Qa'ida,AQD0027
135,"('LLC ""OO"" AVO-M ""', ('Islamic Army', 'AQD0027'))",35.0,"LLC ""OO"" AVO-M ""","('Islamic Army', 'AQD0027')",Islamic Army,AQD0027
136,"('LLC ""OO"" AVO-M ""', ('Islamic Salvation Foundation', 'AQD0027'))",24.0,"LLC ""OO"" AVO-M ""","('Islamic Salvation Foundation', 'AQD0027')",Islamic Salvation Foundation,AQD0027
137,"('LLC ""OO"" AVO-M ""', ('The Base', 'AQD0027'))",31.0,"LLC ""OO"" AVO-M ""","('The Base', 'AQD0027')",The Base,AQD0027
138,"('LLC ""OO"" AVO-M ""', ('The Group for the Preservation of the Holy Sites', 'AQD0027'))",11.0,"LLC ""OO"" AVO-M ""","('The Group for the Preservation of the Holy Sites', 'AQD0027')",The Group for the Preservation of the Holy Sites,AQD0027
139,"('LLC ""OO"" AVO-M ""', ('The Islamic Army for the Liberation of Holy Places', 'AQD0027'))",15.0,"LLC ""OO"" AVO-M ""","('The Islamic Army for the Liberation of Holy Places', 'AQD0027')",The Islamic Army for the Liberation of Holy Places,AQD0027
140,"('LLC ""OO"" AVO-M ""', ('The World Islamic Front for Jihad Against Jews and Crusaders', 'AQD0027'))",12.0,"LLC ""OO"" AVO-M ""","('The World Islamic Front for Jihad Against Jews and Crusaders', 'AQD0027')",The World Islamic Front for Jihad Against Jews and Crusaders,AQD0027
141,"('LLC ""OO"" AVO-M ""', ('Usama Bin Laden Network', 'AQD0027'))",29.0,"LLC ""OO"" AVO-M ""","('Usama Bin Laden Network', 'AQD0027')",Usama Bin Laden Network,AQD0027
142,"('LLC ""OO"" AVO-M ""', ('Usama Bin Laden Organization', 'AQD0027'))",24.0,"LLC ""OO"" AVO-M ""","('Usama Bin Laden Organization', 'AQD0027')",Usama Bin Laden Organization,AQD0027
143,"('LLC ""OO"" AVO-M ""', ('AL-QAIDA IN IRAQ', 'AQD0028'))",19.0,"LLC ""OO"" AVO-M ""","('AL-QAIDA IN IRAQ', 'AQD0028')",AL-QAIDA IN IRAQ,AQD0028
144,"('LLC ""OO"" AVO-M ""', ('Al-Qaida of Jihad in the Land of the Two Rivers', 'AQD0028'))",12.0,"LLC ""OO"" AVO-M ""","('Al-Qaida of Jihad in the Land of the Two Rivers', 'AQD0028')",Al-Qaida of Jihad in the Land of the Two Rivers,AQD0028
145,"('LLC ""OO"" AVO-M ""', ('al-Tawhid', 'AQD0028'))",29.0,"LLC ""OO"" AVO-M ""","('al-Tawhid', 'AQD0028')",al-Tawhid,AQD0028
146,"('LLC ""OO"" AVO-M ""', ('al-Zarqawi network', 'AQD0028'))",26.0,"LLC ""OO"" AVO-M ""","('al-Zarqawi network', 'AQD0028')",al-Zarqawi network,AQD0028
147,"('LLC ""OO"" AVO-M ""', ('AQI', 'AQD0028'))",25.0,"LLC ""OO"" AVO-M ""","('AQI', 'AQD0028')",AQI,AQD0028
148,"('LLC ""OO"" AVO-M ""', ('ISI', 'AQD0028'))",0.0,"LLC ""OO"" AVO-M ""","('ISI', 'AQD0028')",ISI,AQD0028
149,"('LLC ""OO"" AVO-M ""', ('Islamic State in Iraq and the Levant', 'AQD0028'))",15.0,"LLC ""OO"" AVO-M ""","('Islamic State in Iraq and the Levant', 'AQD0028')",Islamic State in Iraq and the Levant,AQD0028
150,"('LLC ""OO"" AVO-M ""', ('Islamic State of Iraq', 'AQD0028'))",23.0,"LLC ""OO"" AVO-M ""","('Islamic State of Iraq', 'AQD0028')",Islamic State of Iraq,AQD0028
151,"('LLC ""OO"" AVO-M ""', (""Jama'at Al-Tawhid Wa'al-Jihad"", 'AQD0028'))",18.0,"LLC ""OO"" AVO-M ""","(""Jama'at Al-Tawhid Wa'al-Jihad"", 'AQD0028')",Jama'at Al-Tawhid Wa'al-Jihad,AQD0028
152,"('LLC ""OO"" AVO-M ""', ('JTJ', 'AQD0028'))",0.0,"LLC ""OO"" AVO-M ""","('JTJ', 'AQD0028')",JTJ,AQD0028
153,"('LLC ""OO"" AVO-M ""', ('Qaida of the Jihad in the Land of the Two Rivers', 'AQD0028'))",11.0,"LLC ""OO"" AVO-M ""","('Qaida of the Jihad in the Land of the Two Rivers', 'AQD0028')",Qaida of the Jihad in the Land of the Two Rivers,AQD0028
154,"('LLC ""OO"" AVO-M ""', ('Tanzeem Qa idat al Jihad/Bilad al Raafidaini', 'AQD0028'))",12.0,"LLC ""OO"" AVO-M ""","('Tanzeem Qa idat al Jihad/Bilad al Raafidaini', 'AQD0028')",Tanzeem Qa idat al Jihad/Bilad al Raafidaini,AQD0028
155,"('LLC ""OO"" AVO-M ""', (""Tanzim Qa'idat Al-Jihad fi Bilad al-Rafidayn"", 'AQD0028'))",12.0,"LLC ""OO"" AVO-M ""","(""Tanzim Qa'idat Al-Jihad fi Bilad al-Rafidayn"", 'AQD0028')",Tanzim Qa'idat Al-Jihad fi Bilad al-Rafidayn,AQD0028
156,"('LLC ""OO"" AVO-M ""', ('the Monotheism and Jihad Group', 'AQD0028'))",23.0,"LLC ""OO"" AVO-M ""","('the Monotheism and Jihad Group', 'AQD0028')",the Monotheism and Jihad Group,AQD0028
157,"('LLC ""OO"" AVO-M ""', ('The Organization Base of Jihad/Country of the Two Rivers', 'AQD0028'))",10.0,"LLC ""OO"" AVO-M ""","('The Organization Base of Jihad/Country of the Two Rivers', 'AQD0028')",The Organization Base of Jihad/Country of the Two Rivers,AQD0028
158,"('LLC ""OO"" AVO-M ""', ('The Organization Base of Jihad/Mesopotamia', 'AQD0028'))",17.0,"LLC ""OO"" AVO-M ""","('The Organization Base of Jihad/Mesopotamia', 'AQD0028')",The Organization Base of Jihad/Mesopotamia,AQD0028
159,"('LLC ""OO"" AVO-M ""', ('AL-QAIDA IN THE ARABIAN PENINSULA', 'AQD0029'))",11.0,"LLC ""OO"" AVO-M ""","('AL-QAIDA IN THE ARABIAN PENINSULA', 'AQD0029')",AL-QAIDA IN THE ARABIAN PENINSULA,AQD0029
160,"('LLC ""OO"" AVO-M ""', ('Al-Qaida in the South Arabian Peninsula', 'AQD0029'))",14.0,"LLC ""OO"" AVO-M ""","('Al-Qaida in the South Arabian Peninsula', 'AQD0029')",Al-Qaida in the South Arabian Peninsula,AQD0029
161,"('LLC ""OO"" AVO-M ""', ('Al-Qaida in Yemen (AQY)', 'AQD0029'))",23.0,"LLC ""OO"" AVO-M ""","('Al-Qaida in Yemen (AQY)', 'AQD0029')",Al-Qaida in Yemen (AQY),AQD0029
162,"('LLC ""OO"" AVO-M ""', ('Al-Qaida of Jihad Organization in the Arabian Peninsula', 'AQD0029'))",10.0,"LLC ""OO"" AVO-M ""","('Al-Qaida of Jihad Organization in the Arabian Peninsula', 'AQD0029')",Al-Qaida of Jihad Organization in the Arabian Peninsula,AQD0029
163,"('LLC ""OO"" AVO-M ""', ('Al-Qaida Organization in the Arabian Peninsula AQAP', 'AQD0029'))",11.0,"LLC ""OO"" AVO-M ""","('Al-Qaida Organization in the Arabian Peninsula AQAP', 'AQD0029')",Al-Qaida Organization in the Arabian Peninsula AQAP,AQD0029
164,"('LLC ""OO"" AVO-M ""', (""Ansar al-Shari'a AAS"", 'AQD0029'))",16.0,"LLC ""OO"" AVO-M ""","(""Ansar al-Shari'a AAS"", 'AQD0029')",Ansar al-Shari'a AAS,AQD0029
165,"('LLC ""OO"" AVO-M ""', ('AQAP', 'AQD0029'))",22.0,"LLC ""OO"" AVO-M ""","('AQAP', 'AQD0029')",AQAP,AQD0029
166,"('LLC ""OO"" AVO-M ""', (""Tanzim Qa'idat al-Jihad fi Jazirat al-Arab"", 'AQD0029'))",13.0,"LLC ""OO"" AVO-M ""","(""Tanzim Qa'idat al-Jihad fi Jazirat al-Arab"", 'AQD0029')",Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,AQD0029
167,"('LLC ""OO"" AVO-M ""', ('ANSAR AL CHARIA BENGHAZI', 'AQD0030'))",14.0,"LLC ""OO"" AVO-M ""","('ANSAR AL CHARIA BENGHAZI', 'AQD0030')",ANSAR AL CHARIA BENGHAZI,AQD0030
168,"('LLC ""OO"" AVO-M ""', ('Ansar al Charia', 'AQD0030'))",20.0,"LLC ""OO"" AVO-M ""","('Ansar al Charia', 'AQD0030')",Ansar al Charia,AQD0030
169,"('LLC ""OO"" AVO-M ""', ('Ansar al Charia in Libya ASL', 'AQD0030'))",12.0,"LLC ""OO"" AVO-M ""","('Ansar al Charia in Libya ASL', 'AQD0030')",Ansar al Charia in Libya ASL,AQD0030
170,"('LLC ""OO"" AVO-M ""', ('Ansar al Sharia', 'AQD0030'))",20.0,"LLC ""OO"" AVO-M ""","('Ansar al Sharia', 'AQD0030')",Ansar al Sharia,AQD0030
171,"('LLC ""OO"" AVO-M ""', ('Ansar al-Charia', 'AQD0030'))",20.0,"LLC ""OO"" AVO-M ""","('Ansar al-Charia', 'AQD0030')",Ansar al-Charia,AQD0030
172,"('LLC ""OO"" AVO-M ""', ('Ansar al-Charia Benghazi', 'AQD0030'))",14.0,"LLC ""OO"" AVO-M ""","('Ansar al-Charia Benghazi', 'AQD0030')",Ansar al-Charia Benghazi,AQD0030
173,"('LLC ""OO"" AVO-M ""', ('Ansar al-Sharia', 'AQD0030'))",20.0,"LLC ""OO"" AVO-M ""","('Ansar al-Sharia', 'AQD0030')",Ansar al-Sharia,AQD0030
174,"('LLC ""OO"" AVO-M ""', ('Ansar al-Sharia Benghazi', 'AQD0030'))",14.0,"LLC ""OO"" AVO-M ""","('Ansar al-Sharia Benghazi', 'AQD0030')",Ansar al-Sharia Benghazi,AQD0030
175,"('LLC ""OO"" AVO-M ""', ('Katibat Ansar al Charia', 'AQD0030'))",14.0,"LLC ""OO"" AVO-M ""","('Katibat Ansar al Charia', 'AQD0030')",Katibat Ansar al Charia,AQD0030
176,"('LLC ""OO"" AVO-M ""', ('Ansar Al Charia Derna', 'AQD0031'))",15.0,"LLC ""OO"" AVO-M ""","('Ansar Al Charia Derna', 'AQD0031')",Ansar Al Charia Derna,AQD0031
177,"('LLC ""OO"" AVO-M ""', ('Ansar al Charia', 'AQD0031'))",20.0,"LLC ""OO"" AVO-M ""","('Ansar al Charia', 'AQD0031')",Ansar al Charia,AQD0031
178,"('LLC ""OO"" AVO-M ""', ('Ansar al Sharia', 'AQD0031'))",20.0,"LLC ""OO"" AVO-M ""","('Ansar al Sharia', 'AQD0031')",Ansar al Sharia,AQD0031
179,"('LLC ""OO"" AVO-M ""', ('Ansar al-Charia Derna', 'AQD0031'))",15.0,"LLC ""OO"" AVO-M ""","('Ansar al-Charia Derna', 'AQD0031')",Ansar al-Charia Derna,AQD0031
180,"('LLC ""OO"" AVO-M ""', ('Ansar al-Sharia Derna', 'AQD0031'))",15.0,"LLC ""OO"" AVO-M ""","('Ansar al-Sharia Derna', 'AQD0031')",Ansar al-Sharia Derna,AQD0031
181,"('LLC ""OO"" AVO-M ""', ('ANSAR AL-ISLAM', 'AQD0032'))",32.0,"LLC ""OO"" AVO-M ""","('ANSAR AL-ISLAM', 'AQD0032')",ANSAR AL-ISLAM,AQD0032
182,"('LLC ""OO"" AVO-M ""', ('Ansar al-Sunna', 'AQD0032'))",21.0,"LLC ""OO"" AVO-M ""","('Ansar al-Sunna', 'AQD0032')",Ansar al-Sunna,AQD0032
183,"('LLC ""OO"" AVO-M ""', ('Ansar al-Sunna Army', 'AQD0032'))",25.0,"LLC ""OO"" AVO-M ""","('Ansar al-Sunna Army', 'AQD0032')",Ansar al-Sunna Army,AQD0032
184,"('LLC ""OO"" AVO-M ""', ('Devotees of Islam', 'AQD0032'))",36.0,"LLC ""OO"" AVO-M ""","('Devotees of Islam', 'AQD0032')",Devotees of Islam,AQD0032
185,"('LLC ""OO"" AVO-M ""', ('Followers of Islam in Kurdistan', 'AQD0032'))",11.0,"LLC ""OO"" AVO-M ""","('Followers of Islam in Kurdistan', 'AQD0032')",Followers of Islam in Kurdistan,AQD0032
186,"('LLC ""OO"" AVO-M ""', ('Jaish Ansar al-Sunna', 'AQD0032'))",16.0,"LLC ""OO"" AVO-M ""","('Jaish Ansar al-Sunna', 'AQD0032')",Jaish Ansar al-Sunna,AQD0032
187,"('LLC ""OO"" AVO-M ""', ('Jund al-Islam', 'AQD0032'))",33.0,"LLC ""OO"" AVO-M ""","('Jund al-Islam', 'AQD0032')",Jund al-Islam,AQD0032
188,"('LLC ""OO"" AVO-M ""', ('Kurdish Taliban', 'AQD0032'))",10.0,"LLC ""OO"" AVO-M ""","('Kurdish Taliban', 'AQD0032')",Kurdish Taliban,AQD0032
189,"('LLC ""OO"" AVO-M ""', ('Kurdistan Supporters of Islam', 'AQD0032'))",24.0,"LLC ""OO"" AVO-M ""","('Kurdistan Supporters of Islam', 'AQD0032')",Kurdistan Supporters of Islam,AQD0032
190,"('LLC ""OO"" AVO-M ""', ('Soldiers of God', 'AQD0032'))",20.0,"LLC ""OO"" AVO-M ""","('Soldiers of God', 'AQD0032')",Soldiers of God,AQD0032
191,"('LLC ""OO"" AVO-M ""', ('Soldiers of Islam', 'AQD0032'))",27.0,"LLC ""OO"" AVO-M ""","('Soldiers of Islam', 'AQD0032')",Soldiers of Islam,AQD0032
192,"('LLC ""OO"" AVO-M ""', ('Supporters of Islam in Kurdistan', 'AQD0032'))",16.0,"LLC ""OO"" AVO-M ""","('Supporters of Islam in Kurdistan', 'AQD0032')",Supporters of Islam in Kurdistan,AQD0032
193,"('LLC ""OO"" AVO-M ""', (""ANSAR AL-SHARI'A IN TUNISIA"", 'AQD0033'))",12.0,"LLC ""OO"" AVO-M ""","(""ANSAR AL-SHARI'A IN TUNISIA"", 'AQD0033')",ANSAR AL-SHARI'A IN TUNISIA,AQD0033
194,"('LLC ""OO"" AVO-M ""', ('AAS-T', 'AQD0033'))",40.0,"LLC ""OO"" AVO-M ""","('AAS-T', 'AQD0033')",AAS-T,AQD0033
195,"('LLC ""OO"" AVO-M ""', ('Al-Qayrawan Media Foundation', 'AQD0033'))",24.0,"LLC ""OO"" AVO-M ""","('Al-Qayrawan Media Foundation', 'AQD0033')",Al-Qayrawan Media Foundation,AQD0033
196,"('LLC ""OO"" AVO-M ""', ('Ansar al-Sharia', 'AQD0033'))",20.0,"LLC ""OO"" AVO-M ""","('Ansar al-Sharia', 'AQD0033')",Ansar al-Sharia,AQD0033
197,"('LLC ""OO"" AVO-M ""', ('Ansar al-Sharia in Tunisia', 'AQD0033'))",13.0,"LLC ""OO"" AVO-M ""","('Ansar al-Sharia in Tunisia', 'AQD0033')",Ansar al-Sharia in Tunisia,AQD0033
198,"('LLC ""OO"" AVO-M ""', (""Ansar al-Shari'ah in Tunisia"", 'AQD0033'))",12.0,"LLC ""OO"" AVO-M ""","(""Ansar al-Shari'ah in Tunisia"", 'AQD0033')",Ansar al-Shari'ah in Tunisia,AQD0033
199,"('LLC ""OO"" AVO-M ""', ('Supporters of Islamic Law', 'AQD0033'))",20.0,"LLC ""OO"" AVO-M ""","('Supporters of Islamic Law', 'AQD0033')",Supporters of Islamic Law,AQD0033
200,"('LLC ""OO"" AVO-M ""', ('ANSAR EDDINE', 'AQD0034'))",24.0,"LLC ""OO"" AVO-M ""","('ANSAR EDDINE', 'AQD0034')",ANSAR EDDINE,AQD0034
201,"('LLC ""OO"" AVO-M ""', ('ANSARUL MUSLIMINA FI BILADIS SUDAN', 'AQD0035'))",15.0,"LLC ""OO"" AVO-M ""","('ANSARUL MUSLIMINA FI BILADIS SUDAN', 'AQD0035')",ANSARUL MUSLIMINA FI BILADIS SUDAN,AQD0035
202,"('LLC ""OO"" AVO-M ""', ('Ansaru', 'AQD0035'))",18.0,"LLC ""OO"" AVO-M ""","('Ansaru', 'AQD0035')",Ansaru,AQD0035
203,"('LLC ""OO"" AVO-M ""', (""Jama'atu Ansaril Muslimina fi Biladis Sudan (JAMBS)"", 'AQD0035'))",11.0,"LLC ""OO"" AVO-M ""","(""Jama'atu Ansaril Muslimina fi Biladis Sudan (JAMBS)"", 'AQD0035')",Jama'atu Ansaril Muslimina fi Biladis Sudan (JAMBS),AQD0035
204,"('LLC ""OO"" AVO-M ""', (""Jama'atu Ansarul Muslimina fi Biladis-Sudan (JAMBS)"", 'AQD0035'))",11.0,"LLC ""OO"" AVO-M ""","(""Jama'atu Ansarul Muslimina fi Biladis-Sudan (JAMBS)"", 'AQD0035')",Jama'atu Ansarul Muslimina fi Biladis-Sudan (JAMBS),AQD0035
205,"('LLC ""OO"" AVO-M ""', (""Jamma'atu Ansarul Muslimina fi Biladis-Sudan(JAMBS)"", 'AQD0035'))",11.0,"LLC ""OO"" AVO-M ""","(""Jamma'atu Ansarul Muslimina fi Biladis-Sudan(JAMBS)"", 'AQD0035')",Jamma'atu Ansarul Muslimina fi Biladis-Sudan(JAMBS),AQD0035
206,"('LLC ""OO"" AVO-M ""', ('Vanguard for the Protection of Muslims in Black Africa', 'AQD0035'))",14.0,"LLC ""OO"" AVO-M ""","('Vanguard for the Protection of Muslims in Black Africa', 'AQD0035')",Vanguard for the Protection of Muslims in Black Africa,AQD0035
207,"('LLC ""OO"" AVO-M ""', ('Vanguards for the Protection of Muslims in Black Africa', 'AQD0035'))",13.0,"LLC ""OO"" AVO-M ""","('Vanguards for the Protection of Muslims in Black Africa', 'AQD0035')",Vanguards for the Protection of Muslims in Black Africa,AQD0035
208,"('LLC ""OO"" AVO-M ""', ('ARMED ISLAMIC GROUP', 'AQD0036'))",33.0,"LLC ""OO"" AVO-M ""","('ARMED ISLAMIC GROUP', 'AQD0036')",ARMED ISLAMIC GROUP,AQD0036
209,"('LLC ""OO"" AVO-M ""', (""Al Jamm'ah Al-Islamiah Al- Musallah"", 'AQD0036'))",15.0,"LLC ""OO"" AVO-M ""","(""Al Jamm'ah Al-Islamiah Al- Musallah"", 'AQD0036')",Al Jamm'ah Al-Islamiah Al- Musallah,AQD0036
210,"('LLC ""OO"" AVO-M ""', ('GIA', 'AQD0036'))",25.0,"LLC ""OO"" AVO-M ""","('GIA', 'AQD0036')",GIA,AQD0036
211,"('LLC ""OO"" AVO-M ""', ('Groupe Islamique Arme', 'AQD0036'))",31.0,"LLC ""OO"" AVO-M ""","('Groupe Islamique Arme', 'AQD0036')",Groupe Islamique Arme,AQD0036
212,"('LLC ""OO"" AVO-M ""', ('ASBAT AL-ANSAR', 'AQD0037'))",21.0,"LLC ""OO"" AVO-M ""","('ASBAT AL-ANSAR', 'AQD0037')",ASBAT AL-ANSAR,AQD0037
213,"('LLC ""OO"" AVO-M ""', ('BENEVOLENCE INTERNATIONAL FOUNDATION', 'AQD0038'))",15.0,"LLC ""OO"" AVO-M ""","('BENEVOLENCE INTERNATIONAL FOUNDATION', 'AQD0038')",BENEVOLENCE INTERNATIONAL FOUNDATION,AQD0038
214,"('LLC ""OO"" AVO-M ""', ('Al Bir Al Dawalia', 'AQD0038'))",18.0,"LLC ""OO"" AVO-M ""","('Al Bir Al Dawalia', 'AQD0038')",Al Bir Al Dawalia,AQD0038
215,"('LLC ""OO"" AVO-M ""', ('BIF', 'AQD0038'))",0.0,"LLC ""OO"" AVO-M ""","('BIF', 'AQD0038')",BIF,AQD0038
216,"('LLC ""OO"" AVO-M ""', ('BIF-USA', 'AQD0038'))",17.0,"LLC ""OO"" AVO-M ""","('BIF-USA', 'AQD0038')",BIF-USA,AQD0038
217,"('LLC ""OO"" AVO-M ""', (""Mezhdunarodnyj Blagotvoritel'nyl Fond"", 'AQD0038'))",24.0,"LLC ""OO"" AVO-M ""","(""Mezhdunarodnyj Blagotvoritel'nyl Fond"", 'AQD0038')",Mezhdunarodnyj Blagotvoritel'nyl Fond,AQD0038
218,"('LLC ""OO"" AVO-M ""', ('EASTERN TURKISTAN ISLAMIC MOVEMENT', 'AQD0040'))",15.0,"LLC ""OO"" AVO-M ""","('EASTERN TURKISTAN ISLAMIC MOVEMENT', 'AQD0040')",EASTERN TURKISTAN ISLAMIC MOVEMENT,AQD0040
219,"('LLC ""OO"" AVO-M ""', ('Djamaat Turkistan', 'AQD0040'))",18.0,"LLC ""OO"" AVO-M ""","('Djamaat Turkistan', 'AQD0040')",Djamaat Turkistan,AQD0040
220,"('LLC ""OO"" AVO-M ""', ('ETIM', 'AQD0040'))",22.0,"LLC ""OO"" AVO-M ""","('ETIM', 'AQD0040')",ETIM,AQD0040
221,"('LLC ""OO"" AVO-M ""', ('Islamic Party of Turkestan', 'AQD0040'))",19.0,"LLC ""OO"" AVO-M ""","('Islamic Party of Turkestan', 'AQD0040')",Islamic Party of Turkestan,AQD0040
222,"('LLC ""OO"" AVO-M ""', ('The Eastern Turkistan Islamic Party', 'AQD0040'))",15.0,"LLC ""OO"" AVO-M ""","('The Eastern Turkistan Islamic Party', 'AQD0040')",The Eastern Turkistan Islamic Party,AQD0040
223,"('LLC ""OO"" AVO-M ""', ('The Eastern Turkistan Islamic Party of Allah', 'AQD0040'))",12.0,"LLC ""OO"" AVO-M ""","('The Eastern Turkistan Islamic Party of Allah', 'AQD0040')",The Eastern Turkistan Islamic Party of Allah,AQD0040
224,"('LLC ""OO"" AVO-M ""', ('EGYPTIAN ISLAMIC JIHAD', 'AQD0041'))",22.0,"LLC ""OO"" AVO-M ""","('EGYPTIAN ISLAMIC JIHAD', 'AQD0041')",EGYPTIAN ISLAMIC JIHAD,AQD0041
225,"('LLC ""OO"" AVO-M ""', ('Al-Jihad', 'AQD0041'))",31.0,"LLC ""OO"" AVO-M ""","('Al-Jihad', 'AQD0041')",Al-Jihad,AQD0041
226,"('LLC ""OO"" AVO-M ""', ('Egyptian Al-Jihad', 'AQD0041'))",18.0,"LLC ""OO"" AVO-M ""","('Egyptian Al-Jihad', 'AQD0041')",Egyptian Al-Jihad,AQD0041
227,"('LLC ""OO"" AVO-M ""', ('Egyptian Islamic Movement', 'AQD0041'))",20.0,"LLC ""OO"" AVO-M ""","('Egyptian Islamic Movement', 'AQD0041')",Egyptian Islamic Movement,AQD0041
228,"('LLC ""OO"" AVO-M ""', ('Jihad Group', 'AQD0041'))",25.0,"LLC ""OO"" AVO-M ""","('Jihad Group', 'AQD0041')",Jihad Group,AQD0041
229,"('LLC ""OO"" AVO-M ""', ('New Jihad', 'AQD0041'))",29.0,"LLC ""OO"" AVO-M ""","('New Jihad', 'AQD0041')",New Jihad,AQD0041
230,"('LLC ""OO"" AVO-M ""', ('Emarat Kavkaz', 'AQD0042'))",22.0,"LLC ""OO"" AVO-M ""","('Emarat Kavkaz', 'AQD0042')",Emarat Kavkaz,AQD0042
231,"('LLC ""OO"" AVO-M ""', ('GLOBAL RELIEF FOUNDATION', 'AQD0043'))",21.0,"LLC ""OO"" AVO-M ""","('GLOBAL RELIEF FOUNDATION', 'AQD0043')",GLOBAL RELIEF FOUNDATION,AQD0043
